Review_ID,Rating,Year_Month,Reviewer_Location,Review_Text,Branch
630573436,2,2018-10-01,United Kingdom,"Before entering the park we were greeted by French armed forces and police which although made you feel safe also didn   t since there was a random amount of beggars and illegal sellers of counterfeit souvenirs along with people trying to get you to give them your Disney tickets to get in (this happened a couple of times when entering and leaving). Once past security you have to walk through the Disneyland hotel which as it was raining the floor was extremely slippy and unsafe dangerous, we saw no signs telling people to be careful due to the floors and even saw someone fall and hurt themselves as a result of the water.Once up to the main entrance people were trying to use rfid cards that don   t work very well (not like Florida which has magic bands which we have never had problems with). Inside the park felt dated and disappointing and felt like an extremely cheap version of a Disney location. The queues for rides was very long and when you did get there the cast members we unhelpful, ignorant and arrogant. We paid extra to go to the Halloween 2018 event and found it disappointing, once in we were forced down a path and away from Main Street until we got to an open area which had no lights and signs so became quite lost as allot of areas were closed off at this time. We tried to walk to get to some rides and ended up walking round in circles round structures like Hyperspace mountain because of the no lights situation and lack of signs. In all the event and even normal days just felt unorganised with cast members looking at you in disgust and never smiling or being helpful. We had purchased the photo pass as part of our package however only saw a couple of character points and no photographers around, at other parks in the USA there are photographers everywhere taking pictures in notable areas that would make good memory pictures in Disneyland Paris you get none of this and it just felt like a waste of the additional    69.99. We were soo disappointed and won   t be going back to Disneyland Paris after the ignorant, arrogant and downright rude staff, it felt like you were putting them out by asking to purchase food, souvenirs or by trying to go on a ride. It felt unorganised and you didn   t know what to do or where to go most of the time. Through all our time here we just felt like we were putting them out by being in Disneyland Paris, I couldn   t tell people to ever go as it was just disappointing and we came away feeling like we had wasted a huge amount of money.",Disneyland_Paris
142630708,5,2012-05-01,United Kingdom,"This is a great place to go for a short break   it is obviously more convienent money and travel wise than Disney Florida and it only really shows if you have been to Florida first. It has a Wow factor more aimed at the slightly younger generation and it is easy to get around and the wait for the rides wasn't too bad   but at the end of the day if you are looking to beat Disney Florida   this won't cut it! If you are never going to go to Florida, this is an amazing family holiday!",Disneyland_Paris
386783306,4,2015-09-01,Australia,Have been here twice now  13 years apart and as an adult it is still fun to go and spend the day there. Worth the money and a fun day out with family or friends.,Disneyland_California
180537740,5,2013-09-01,United States,"Disney is a Wonder Land every day of the year. Season change, decorations change, but everyone who works there is always pleasant. I would rather spend time with my family at Disney than spend it with relatives. It is a chance to be a kid again, no matter how old you are.Sometimes 3 day passes are just not long enough, so my family bought a yearly pass and visited Disney 5 times in one year. Every trip was fun and exciting. We are very sad that our year passes are over.",Disneyland_California
314986903,5,2015-03-01,United Kingdom,"We went during Swing into Spring, I loved it I did, it was so flowery and just delightful, Disneyland Paris suffers with being severely underrated, everyone goes on about how Florida is the 'real' Disney (despite the fact California is in fact the first park.) and how DLP doesn't come close, but theres so much fun to be had at DLP, Definitely worth a visit.Spring itself has lots of fun offerings, a Spring Fever show with Goofy, Mickey, Minnie, Donald, Daisy, Pluto, Horace Horsecollar, Clarabelle Cow, Chip, Dale, Clarice, Gepetto, Pinocchio, Stitch, Woody, Jessie, Pooh, Eeyore, Tigger, Rabbit, Piglet, Alice, Mad Hatter, Tweedle Dum, Tweedle Dee and many more fun characters.Theres a Mary Poppins show on Castle Stage with all sorts of fun!Minnies Little Spring Train was great, the song was so catchy and I still find myself singing it now 7 months later!There were meets with a special themed Minnie Mouse, Thumper and Miss Bunny especially for that theme (although Thumper and Miss Bunny will return for Christmas) and the park had 4 large topiary's of The Lion King, Bambi, 101 Dalmatians and Aristocats.I wouldn't choose Spring over Summer, however Spring was excellent, if you can make a visit, its definitely worth it!",Disneyland_Paris
296705881,4,2015-08-01,United Kingdom,"The above title speaks volumes! We had a great time. Having visited Florida, I imagined Paris to be the poor relation, but how wrong I was. Staff work hard to make it a happy experience and there is a joyful atmosphere   well, how couldn't there be?! Great shops, food and attractions. Can't wait to go back.",Disneyland_Paris
515620167,1,2017-08-01,United States,The worst place with kids to visit they were over priced in about 4 hours we were done it's too small for the price they charge not enough the one in ORLANDO it's 100 times better,Disneyland_California
426568126,4,2016-10-01,United Kingdom,"Great trip   Well worth staying to the light display which is 8pm on week nights and 10pm on Saturday & Sunday. Pirates of the Caribbean was fantastic (avoid the Blue Lagoon Restaurant which is visible from this ride), Peter Pan is great as well... Lost a star as the staff are generally moody looking & little unapproachable. Not the disney way!",Disneyland_Paris
636750114,3,2018-11-01,United States,"We visited the week after Thanksgiving, as we read that crowds are lower then, but we definitely did not find that to be the case. The place was packed! And, unfortunately, many of the rides were unexpectedly down for good chunks of the day. We really visited to see the Haunted Mansion, because I love the Nightmare Before Christmas overlay, but it was closed most of the day. We were only able to ride it once. Space Mountain and Big Thunder Mountain experienced intermittent closures throughout the day as well. Very disappointing.We bought the Maxpass, and we found the Disneyland app to be very buggy. It kept shutting down, then we'd have to re enter the password again and again. It didn't really matter, because by noon, almost all the fast passes were gone for the popular rides, so I'm not sure we got our money's worth.We found the same problem as others did    aggressive parents steering their mammoth strollers over our feet and into the backs of our legs. One parent came straight at me and almost took me out at the knees! I really wish they only allowed single file strollers, as there were some that sat two or three seats across, and they took up the whole sidewalk.All in all, it was an okay day.",Disneyland_California
125612907,4,2012-02-01,United States,Our whole family loves it everytime we visit!  Friendly customer service.  Very clean park and restrooms.  Fun rides and attractions.  Wonderful memories.  Sometimes the lines are very long though.  Food and the park are over priced.,Disneyland_California
190365926,5,2014-01-01,Australia,"Disneyland is by far a wonderful experience! Having been to the Disneyland in Paris, I was curious to see how the  real  Disneyland would compare. Nothing beats going to the Disneyland in Anaheim. Being the original Disneyland, this park just has so many things to take in and do, even if you aren't a ride enthusiast. The Fireworks and Light and Colour Show are awesome, as is the parade, although thats better at the 5.30pm session as its night and more lights and flash at this time. It was really cool to be there at Xmas New Year time as everything is Xmas themed, and has a whole new feel to it. Its really fun to go around and meet all the characters from your favourite childhood shows and just experience the magic of Disneyland. It really is the happiest place on earth.",Disneyland_California
551457690,5,2017-10-01,Thailand,I love here. There are many things to do here.   Be noted that it's clouded every where here with all games and teaters.   To purcase the fast track is recommended.  Stay until late to see the fire work.  Iron man is value to wait.,Disneyland_HongKong
278627765,5,2014-10-01,United States,I always love Disneyland. Best Rides and atmosphere ever! We could easily spend several days here alone!,Disneyland_California
517180923,4,2017-08-01,United Kingdom,Too much to do and we ran out of time. We concentrated more on the characters as my daughter has complex needs and loved them. The parade was magical along with the firework display.,Disneyland_Paris
314498580,5,2015-06-01,Australia,"Having been to Disneyland in Anaheim, Hong Kong's Disneyland is the exact same magical place.  Wonderful for children and adults.  There is something to make everyone smile and feel happy.  Certainly recommend it if you have a day night spare in Honkers.",Disneyland_HongKong
177976337,5,2013-09-01,United Kingdom,The parks were brilliant loved them both and would go again.  The new cars ride in cars land is fantastic.   Use the single rider lane ( so much  quicker )  September was great because it was less busy and still warm,Disneyland_California
403906456,5,2016-08-01,Canada,We have been coming every summer for several years and we always come to Disney! Yes there are large crowds and heat but we take it all in and have a good time! We get on the rides that we like and do single rider and or fast pass. At the Jolly Bakery near I buy a Matterhorn Macaroon very delicious! We buy the 3 day hopper ticket prior at AMA that is a bit cheaper than at the park.,Disneyland_California
524512869,5,2017-09-01,Saudi Arabia,"first of all, it's not as small as everyone is saying. it is huge and worth the visit! most of the rides designed for families of all ages to try and the other ones they allow kids if accompanied by parents.the shows are amazing .happy happy vibes must visit!",Disneyland_HongKong
156541281,5,2013-01-01,Canada,"This is the original Disney theme park and although smaller than Disney World Florida, this park has much to offer. After being in New Orleans only 3 months earlier I was pleased to see New Orleans square as it Walt Disney sent his artists to the french quarter to capture the architecture during talks of demolishing the quarter. The artists did the real french quarter justice when they planned this section of disneyland. I did notice that the rides are fewer but they are longer than disney world. The only negative part of this experience was that the haunted mansion and thunder mountain were closed for repairs while we were there.",Disneyland_California
566992906,3,2018-03-01,Singapore,Many places were closed for renovations. However the children enjoyed the new Ironman experience. Long waiting time for most photo shoots & rides. The park should impose a non smoking rule as the guests are mainly children.,Disneyland_HongKong
479062963,5,2017-04-01,India,"Great entertainment park, a day is not enough to cover all the attractions do an online booking and be there as early as possible to avoid long que. Meet different Walt disney characters and expect long waiting obviously there are fast pass to avoid.The best is the Ratatouille ride... Enjoy!!",Disneyland_Paris
573106756,5,2018-04-01,Switzerland,Amazing Themepark!!!  Definitely a most do in LA!!  I totally can recommend the Cars Ride  I was disappointed by Pirates of the Caribbean   Bring your Pick Nick if you don   t want to spend 15$ per meal,Disneyland_California
234450127,5,2014-10-01,Australia,"We visited middle of week, caught the train in and were there first thing. Must admit we thought the kids would be cooked by 3 4pm but they had such a fabulous day we stayed till 8pm!! Kids loved the rides such as the parachute drop, buzz light year ride and the adventure land cruise. Prices were very reasonable for Disney and very little wait times for rides on the day we went. All in all highly recommended for families. Our kids 6 and 9 loved it!!!!",Disneyland_HongKong
310496769,4,2015-09-01,United Kingdom,"Disney was fantastic! not even the rain could dampen our day! the only reason I don't give it 5 stars, is because of the smoking situation in the park. There are many smoking points people are meant to use, away from people, but most people just light up while queuing for rides, it was disgusting to see no Disney staff stopping this! and suffering peoples 2nd hand smoke, just glad I didn't have children with me.",Disneyland_Paris
244577321,4,2014-12-01,Thailand,"Great atmosphere, bueatiful set up and surroundings and staff helpful & happy. If you have children ages 5 to 12 its a must visit. Not many thrill seeker rides for the seasoned theme park veteran though you will find the lines shortest on the most fun of rides (my daughter and i loved the runaway mine cars the most). Even on a weekday average lines are over 30 minutes though setting is nice and time waiting passes quickly. Getting to and from the park is quick & easy. A few rides seem very short in ride time for the length of the wait getting on. I also think the characters could come out to see the kids more, we managed 1 photo session in our 7 our visit and saw only 2 others with the lines already closed.",Disneyland_HongKong
262533229,5,2015-03-01,United States,"We took my daughters friend who had never been to Disneyland, what a blast!  A bit bummed to have Critter Country and the Matterhorn closed.  It was crowded but it was also spring break.  Always fun, always amazing!",Disneyland_California
212645275,3,2014-06-01,United States,"My daughters and I visited Disneyland Paris for the first time and were a little disappointed. Living in Florida and having DisneyWorld in our backyard I was careful not to hold Disneyland Paris to the standards of the U.S. park so we went in with open minds. I knew it was a scaled down version of DisneyWorld so we approached everything with that in mind, however there was something missing from this park... the Disney Magic!! The castle was beautiful and loved being able to walk around on the inside and enjoyed seeing Disneyland Paris versions of some of the attractions we have at Disneyworld. We really enjoyed the Haunted Mansion and Pirates of the Carribean. Space Mountain was closed down, which I knew before we went, but it seemed like maybe June is their off season, because a lot of restaurants and food vendors were also closed. The employees just didn't seem to have the  cast member  attitude we have experienced at DisneyWorld. We did a Disneyland Express tour from Paris which is endorsed by DisneyLand Paris. Am I glad we went... yes so that I can say I did, would we go back... probably not.",Disneyland_Paris
464450768,5,2016-07-01,Indonesia,"I would recommend you to rent the locker to ease you during the one day play. It is located on an alley near a bakery on Main St. be sure to bring change of clothes cause I saw that most of people get drenched in sweat here. My fav attractions was the grizzly gulch roller coaster, I rode that 6 times! And it's got single rider, it really helped cut the queue! Tommorowland, Mystic Manor, and RC Racer are worth to try as well!",Disneyland_HongKong
423382330,3,2016-09-01,Egypt,Same as Disney studios there are alot of rides were closed for refurbishment so check on the website before your reservation.  Tip: please don't by the tickets from the gate it will be double price more by it online at least 24 hrs before,Disneyland_Paris
135651081,5,2012-07-01,Australia,"Even as an almost 30 year old I acted like a little child here, it truly is one of, if not, the happiest place on Earth. Very fun with lots of fun rides, I loved the teacup ride, I'd been wanting to go on it since I was little :) Make sure to stay for the fireworks at night, they are amazing!Plenty of food options even for vegetarian and health conscious which was good. We spent 15 hours here in one day!Get the fast pass to avoid long lines, free within the park.",Disneyland_California
323954341,4,2015-10-01,United States,We booked in October because we thought it was a slow time for Disneyland. It was just as busy as any other time we've been there. We didn't realize there were Halloween parties just about every night we could have participated in. The wait times on the big rides were still long and it was crowded. We also didn't check the height requirements on the rides and it turns out our 3 year old was an inch too short for many of them.,Disneyland_California
172710445,5,2013-08-01,United Kingdom,"Just came back from disneyland and the whole family loved it! Yes it is busy and there are queues (which some of the rude French cannot seem to grasp the concept of), but if you are aware of this before you go you are ready for it. Food not as expensive as people make out, and staff are great. Most of the rides have the fast pass facility which you don't need to pay for, however, we missed some of the rides out as they didn't have the facility and wait time was 2 hours. There are signs at entrance to rides giving approx wait times though so at least you can make a decision and maybe check back later. The Disney dreams show is one of the best shows I have ever seen. The only disappointing thing was the lack of characters walking about, and one of the rides was closed. We are currently saving our pennies for a return trip!",Disneyland_Paris
322817070,3,2015-10-01,United States,"My wife and I took our 3 1 2 year old (twins) grandchildren to Disney Honk Kong and we were very excited for this visit all together. We arrived early in the day and had a great morning going on rides, seeing Cinderella, Anna and Elsa and Snow White. We then decided to stop for lunch in tomorrow land. As the food in these parks are generally similar we figured anywhere we went the food would be OK. We were not expecting a wonderful meal, however we did expect to find edible food. We ordered 2 fish sandwiches, 1 fried chicken platter and one hamburger. The fish tasted terrible, the chicken was chunked meat, and the hamburger meat was unrecognizable. For almost $80.00 USD$ this meal was a total ripoff. Do yourself a favor when going to HK Disney. Bring your own food.",Disneyland_HongKong
347254966,5,2015-03-01,Australia,"I think there is a big kid in all of us adults. My friend and I visited here in March 2015. We were a little disappointed as a few of the exhibitions weren't open and the end of day parade wasn't going when we were there either. Had heaps of fun tho... I especially loved Mystic Manor. Great for little kids too, of course, but big kids will get a kick out of this. Going back in April 2016 as there are new exhibits and would like to see the ones I didn't get to see last time. You need at least 1 full day here and try and get here right on opening time to make the most of your day.",Disneyland_HongKong
176365018,4,2013-08-01,United States,"This was our first time out to California, even the West Coast, and our expectations were SUPER HIGH for Disneyland, seeing that we are from Connecticut, we've always been to Disney World and have been treated well...I think I'll list the MANY things I experienced and seen.First off, WDW does such a fantastic job keeping the magic alive ALL THE TIME, because you are constantly submerged in everything Walt Disney. In Anaheim, Disneyland does not have that extra level so cast members can commute, so they have to enter and exit the same way guests do. Instantly, the magic left me when I saw cast members from Cars Land leave work, or see a member of Sleeping Beauty's Royal Gaurd enter Tomorrow Land...I think the entire bit of the magic comes from the imagination that those cast members, LIVE there, and that them working there ISN'T a job like we have. Isn't that Disney's idea to begin with? Keeping the magic alive?Although this wasn't the BIGGEST issue. I can understand that Annual Passholders have even HIGHER expectations because they are constantly there and would hate to see the same thing twice. I'm pretty sure we are all like that. This visit was made to be special for me, and I felt that all the cast members had a on off switch as far as how much their emotions can take. It was either, they were VERY NICE and were BEAMING with magic (really enjoying their jobs), or moody and pushy, especially if security needed you to BE somewhere. I used to work in a theme park, and I can feel the negative energy from guests if their days don't go right, and we are in the world that EVERYONE wants something for free, but this IS the place to go to lose yourself from YOUR JOB...such as the nature of the themepark. To escape from our real world.The overal visit was amazing. I ran through the parks during the 2013 10K and 1 2 Marathon weekend and the experience was one for the books...but as far as the crowded streets, the long lines (usual), shotty service (not fulfilling Disney standards for keeping character and politeness), these things need to be fixed. The rides themselves were memorable, the food was amazing and the feel overall was very Charming. I traveled with my parents, my father and mother, who is handicapped, they treated us with respect and quick service, only one incident REALLY took the cake, it was resolved within time.Would I visit again? Maybe. Would I bring friends instead? Absolutely. I would also plan for more than one day per park.",Disneyland_California
645444753,5,2019-01-01,Canada,The park is still our favourite. The cast members were exceptional. Rides and attractions so much fun. This is our 7 th time back and there will be more.,Disneyland_California
407533482,3,2015-12-01,United States,"I visited the week of Christmas and the lines were ridiculously long and there were many rides that were closed. We did get to ride some of the smaller ones and those were fun. Prepare to do a lot of walking... a lot. The castle itself is nicer than the one in Orlando imho because you can actually enter this castle and walk around it. I thought that aspect was pretty neat. My daughter felt like a princess roaming around the castle. The Princess show performed in front of the castle was fun to watch and it was sung in different languages. Many people there speak English so that wasn't a problem. I will say though that the line to enter the park was chaotic and completely unorganized. As a matter of fact, there was no line, just hundreds of people pushing each other to try to get through the gate. Other than that, the park itself is beautiful and with some organization and actual open rides, it can be a really fun place.",Disneyland_Paris
240568387,2,2014-11-01,United States,Doesn't hold a candle to DisneyWorld in Orlando. Very long lines on a Sunday in November. The line just to get into the Disney area such as downtown Disney is absurd. At least it's open till midnight.,Disneyland_California
248496468,5,2015-01-01,Australia,Two adults and two children aged 9 and 12 visited Disneyland Anaheim for New Years eve and for an additional 5 days. This is my 4th time to Disneyland ( 2 at Anaheim and 2 in other Disneyland`s around the world ). I would still regard Disneyland as the best them park in the world. The staff are fabulous and well trained. They are always smiling and ensuring all people are happy. The attention to detail in all aspects of the park is amazing. If you can stay at the Disneyland Hotel that is attached to the Park I would recommend this. You can gain entry into the park one hour before others and obviously being attached to the park you do not have to walk as far. I would recommend the Fast Pass especially if travelling at a busy time as we did.,Disneyland_California
